shipment_id,order_id,vehicle_id,scheduled_delivery,actual_delivery,delivery_cost
1926,465,69,2023-12-14,2023-12-14,460.081598191563
1927,1612,11,2023-08-16,2023-08-15,151.74497314763616
1928,602,80,2023-10-21,2023-10-22,367.3053859882177
1929,4724,35,2023-08-04,2023-08-06,403.91418293020206
1930,3344,17,2023-07-28,2023-07-28,131.61661721833988
1931,4721,49,2023-01-02,2023-01-03,123.72368558011418
1932,112,18,2023-07-16,2023-07-15,372.5329344120926
1933,2468,3,2023-03-08,2023-03-09,248.21928775569583
1934,4551,58,2023-01-04,2023-01-04,454.35626544243235
1935,4235,52,2023-01-25,2023-01-26,464.7819144887807
1936,425,51,2023-05-02,2023-05-01,204.15104630549828
1937,1956,56,2023-01-05,2023-01-06,31.568229223342172
1938,4350,83,2023-02-14,2023-02-16,140.33112563442916
1939,66,80,2023-10-07,2023-10-10,69.13468439403923
1940,1773,76,2023-01-23,2023-01-26,67.95015807698621
1941,1351,8,2023-05-02,2023-05-01,80.14957345105606
1942,1109,3,2023-11-08,2023-11-09,176.0935435999855
1943,1639,99,2023-08-24,2023-08-25,288.5276126792322
1944,4895,47,2023-04-29,2023-04-28,291.494270027734
1945,1530,51,2023-01-22,2023-01-21,315.40768266571934
1946,4370,56,2023-01-23,2023-01-23,432.88970950122143
1947,3797,45,2023-09-10,2023-09-11,334.17724778967766
1948,2112,35,2023-11-19,2023-11-22,476.3914468672907
1949,360,41,2023-05-27,2023-05-30,481.69570987252666
1950,2307,89,2023-05-27,2023-05-28,120.3132378441051
1951,742,16,2023-10-13,2023-10-12,319.0046357729979
1952,990,92,2023-10-08,2023-10-11,200.75192846694424
1953,2871,68,2023-04-19,2023-04-20,444.2943618528108
1954,2319,98,2023-06-19,2023-06-21,490.371944524428
1955,1286,22,2023-11-02,2023-11-03,83.2099485430159
1956,4042,79,2023-09-11,2023-09-10,164.29968992405801
1957,3338,49,2023-01-07,2023-01-07,485.05865996847035
1958,3346,14,2023-08-04,2023-08-04,161.70249205427447
1959,3466,4,2023-08-18,2023-08-17,155.20301833723312
1960,1264,97,2023-08-04,2023-08-06,17.857361243889418
1961,1612,46,2023-02-02,2023-02-03,256.9442594716795
1962,223,10,2023-07-11,2023-07-11,343.63867448374873
1963,556,57,2023-04-28,2023-04-27,217.34861801232924
1964,770,41,2023-08-05,2023-08-04,179.9618906379793
1965,3605,74,2023-02-01,2023-02-02,73.18478865794046
1966,2095,39,2023-02-08,2023-02-08,130.19452809883654
1967,2674,40,2023-08-15,2023-08-18,140.02066007063578
1968,3076,34,2023-07-07,2023-07-07,57.56617220643612
1969,2621,89,2023-08-28,2023-08-31,36.66297634292965
1970,3771,16,2023-10-21,2023-10-20,381.65092241065975
1971,4299,82,2023-10-22,2023-10-25,204.95121809107317
1972,2461,92,2023-07-27,2023-07-30,115.25595911253798
1973,2705,50,2023-03-05,2023-03-08,125.17521638762992
1974,2641,92,2023-11-07,2023-11-09,139.28314527369005
1975,4584,59,2023-07-22,2023-07-25,477.87433298966755
1976,3066,88,2023-08-28,2023-08-27,388.27840157605965
1977,1990,96,2023-12-22,2023-12-24,425.3068348190443
1978,727,70,2023-05-16,2023-05-16,429.2139537850752
1979,822,73,2023-04-06,2023-04-06,22.511383039506462
1980,2949,56,2023-09-08,2023-09-08,116.33679854072867
1981,1177,89,2023-12-28,2023-12-31,352.31544825984844
1982,1743,88,2023-03-10,2023-03-10,287.10598088177164
1983,3317,38,2023-05-13,2023-05-12,101.16121639015385
1984,4594,18,2023-06-14,2023-06-14,383.9124173692923
1985,3235,59,2023-07-12,2023-07-15,431.1384523729404
1986,1531,34,2023-03-26,2023-03-28,241.96490287809544
1987,1940,80,2023-12-30,2023-12-30,119.67884542983562
1988,4383,44,2023-11-30,2023-11-30,32.89970686259667
1989,1953,88,2023-04-04,2023-04-03,291.8635083438542
1990,2060,89,2023-01-01,2022-12-31,217.40711862038967
1991,1548,30,2023-03-31,2023-04-03,146.66114586393675
1992,1133,28,2023-06-02,2023-06-04,333.3230253651368
1993,4954,76,2023-09-26,2023-09-26,445.8344152418738
1994,75,87,2023-09-05,2023-09-06,411.74036210276364
1995,689,43,2023-05-18,2023-05-19,72.15048752265112
1996,3187,8,2023-08-15,2023-08-16,223.84457959616975
1997,4992,80,2023-02-05,2023-02-05,280.045925752112
1998,1812,16,2023-01-16,2023-01-15,361.1442913699579
1999,3223,37,2023-05-06,2023-05-06,339.9829692826828
2000,1510,100,2023-08-10,2023-08-10,457.6693696741587
2001,4037,58,2023-08-28,2023-08-30,116.9885256874449
2002,618,54,2023-09-17,2023-09-16,477.9213966818796
2003,3292,39,2023-09-02,2023-09-01,463.5014200456511
2004,3629,1,2023-04-17,2023-04-20,187.13804979366338
2005,1951,49,2023-01-18,2023-01-19,311.0377104093436
2006,1389,80,2023-09-15,2023-09-16,76.28330237258598
2007,2357,11,2023-01-20,2023-01-22,397.6318484317446
2008,2438,94,2023-01-28,2023-01-28,449.9253598084219
2009,2214,3,2023-12-12,2023-12-14,241.88898796540198
2010,3006,65,2023-03-27,2023-03-29,232.1871217781418
2011,1129,48,2023-10-19,2023-10-18,422.51010554815673
2012,3521,21,2023-01-08,2023-01-07,130.1040292250243
2013,3317,25,2023-09-18,2023-09-19,320.8034440502916
2014,3306,34,2023-07-30,2023-07-29,148.53500694857186
2015,3669,35,2023-06-11,2023-06-14,247.99359199693458
2016,4803,27,2023-02-23,2023-02-26,463.4026349829046
2017,4810,90,2023-10-20,2023-10-22,376.7951889441501
2018,4438,91,2023-05-23,2023-05-26,396.90079843938
2019,2111,77,2023-12-28,2023-12-31,219.35217050348987
2020,4828,95,2023-11-14,2023-11-15,408.7951245431268
2021,117,37,2023-11-02,2023-11-02,80.03200161112521
2022,3416,100,2023-08-12,2023-08-13,116.07433976608439
2023,1080,96,2023-04-24,2023-04-27,136.05735687659873
2024,3122,13,2023-03-08,2023-03-07,86.90475271727522
2025,4490,75,2023-12-27,2023-12-30,404.73497516623956
2026,612,85,2023-02-23,2023-02-24,311.79974586721625
2027,4608,44,2023-04-27,2023-04-28,17.9789830148298
2028,600,24,2023-12-17,2023-12-19,224.0993173662061
2029,1339,18,2023-04-09,2023-04-12,486.36283964080155
2030,2492,64,2023-06-03,2023-06-03,415.0883380014957
2031,1324,44,2023-07-23,2023-07-25,375.7963888121225
2032,4028,9,2023-09-20,2023-09-23,267.914194310147
2033,1055,27,2023-08-19,2023-08-22,325.05041150419225
2034,3958,8,2023-06-18,2023-06-21,486.5402506696569
2035,2377,9,2023-07-18,2023-07-21,34.24318915877965
2036,632,94,2023-04-13,2023-04-14,292.01192933911506
2037,3032,52,2023-06-06,2023-06-08,376.3207673279606
2038,4711,77,2023-10-02,2023-10-03,201.79335007075736
2039,2659,66,2023-08-08,2023-08-10,315.5307489780811
2040,4648,100,2023-07-18,2023-07-18,442.9610874679138
2041,4437,31,2023-01-02,2023-01-05,430.45922875390266
2042,3644,20,2023-04-14,2023-04-16,403.9526283627137
2043,416,70,2023-01-31,2023-02-03,441.22790477385627
2044,3418,11,2023-07-16,2023-07-18,74.88015028558979
2045,811,54,2023-06-15,2023-06-16,451.4254993657871
2046,3684,88,2023-09-17,2023-09-19,476.03079003180335
2047,2708,64,2023-12-07,2023-12-10,474.04074784601204
2048,2642,42,2023-07-03,2023-07-05,182.5118817309982
2049,1411,33,2023-08-29,2023-08-31,144.55261232557316
2050,57,7,2023-07-17,2023-07-20,228.74130662838706
2051,4269,54,2023-09-29,2023-09-29,152.67336871336204
2052,471,46,2023-02-06,2023-02-08,197.48111399204365
2053,2092,42,2023-02-24,2023-02-24,95.81129481620573
2054,2103,39,2023-05-14,2023-05-13,387.2217124031719
2055,4823,79,2023-08-30,2023-08-31,12.4197550894539
2056,1653,26,2023-09-28,2023-09-30,456.95317850903575
2057,3489,3,2023-09-20,2023-09-20,419.883725315004
2058,3850,6,2023-02-02,2023-02-04,19.741128903496456
2059,2009,53,2023-04-10,2023-04-09,442.12947506370665
2060,2444,35,2023-03-20,2023-03-20,261.22032579082247
2061,3369,8,2023-03-30,2023-03-29,400.6836705647885
2062,2727,94,2023-01-25,2023-01-28,309.6171259923532
2063,4381,29,2023-01-16,2023-01-19,390.6609498530526
2064,2278,96,2023-02-05,2023-02-05,141.86626164098809
2065,4739,2,2023-10-26,2023-10-28,322.60532239410753
2066,4976,61,2023-11-02,2023-11-04,435.32321977518893
2067,4718,63,2023-03-11,2023-03-12,174.9513256931006
2068,1253,72,2023-05-18,2023-05-17,112.77500985312078
2069,3189,79,2023-05-19,2023-05-22,16.459432664690986
2070,2604,6,2023-08-26,2023-08-26,183.42936641887118
2071,3094,97,2023-12-20,2023-12-22,156.58601048625997
2072,4174,2,2023-10-21,2023-10-22,254.1500266917624
2073,1825,74,2023-05-09,2023-05-08,445.25286253559113
2074,4789,81,2023-10-08,2023-10-07,78.77435320877977
2075,3541,1,2023-03-28,2023-03-31,132.97758201084864
2076,1206,84,2023-01-23,2023-01-23,485.0289837577298
2077,2899,68,2023-11-04,2023-11-04,172.74053666805037
2078,2297,79,2023-01-09,2023-01-11,103.69280169716602
2079,2558,20,2023-01-21,2023-01-21,57.220829472880595
2080,3605,86,2023-08-24,2023-08-26,149.99434948689708
2081,3579,59,2023-07-05,2023-07-08,188.9968281110903
2082,932,85,2023-06-08,2023-06-07,261.6077990880868
2083,3485,95,2023-05-17,2023-05-20,363.6009163997604
2084,1651,1,2023-09-14,2023-09-17,379.7611598276742
2085,1058,78,2023-06-13,2023-06-16,438.15805229732075
2086,4214,36,2023-02-24,2023-02-27,215.93946872647865
2087,2005,83,2023-04-23,2023-04-23,485.8262815090649
2088,3518,4,2023-11-26,2023-11-27,364.06006968641077
2089,3087,92,2023-11-15,2023-11-16,91.21571127348271
2090,3441,62,2023-05-30,2023-06-02,112.79561391727562
2091,3633,25,2023-12-25,2023-12-24,198.13504999428247
2092,1490,76,2023-04-20,2023-04-19,192.04992856989526
2093,4339,98,2023-02-16,2023-02-18,275.0323601463425
2094,1226,38,2023-03-17,2023-03-19,413.43106245464656
2095,2785,73,2023-06-09,2023-06-11,315.2001970178789
2096,4864,3,2023-08-04,2023-08-04,125.42761680054366
2097,3770,93,2023-03-15,2023-03-15,330.3440560560004
2098,976,58,2023-11-16,2023-11-19,473.4615113872516
2099,221,20,2023-03-29,2023-03-29,241.04790890858865
2100,4696,8,2023-01-19,2023-01-21,165.01562016995106
2101,2235,92,2023-10-05,2023-10-07,37.25812121360316
2102,4524,36,2023-08-27,2023-08-29,294.6532342452614
2103,2126,10,2023-11-18,2023-11-20,216.15244212177237
2104,2572,41,2023-04-14,2023-04-17,267.1673457914816
2105,4462,70,2023-11-16,2023-11-15,423.0665308363153
2106,1722,60,2023-09-21,2023-09-20,182.84375805974682
2107,531,42,2023-09-10,2023-09-13,38.458286995700796
2108,4760,39,2023-07-09,2023-07-12,493.90744528306277
2109,3200,22,2023-07-27,2023-07-30,112.9479626395456
2110,2160,71,2023-09-20,2023-09-22,211.40220821371585
2111,4302,3,2023-03-21,2023-03-20,345.77144261228636
2112,3266,11,2023-03-19,2023-03-19,300.90213265704045
2113,892,24,2023-02-28,2023-03-03,23.650081080921467
2114,2734,95,2023-02-15,2023-02-18,440.4620492873137
2115,4480,13,2023-03-21,2023-03-24,327.0499397565774
2116,4424,67,2023-11-26,2023-11-28,425.1939203685149
2117,806,66,2023-03-10,2023-03-09,327.93944258604006
2118,4002,1,2023-07-25,2023-07-27,360.48162626183256
2119,4883,5,2023-03-02,2023-03-01,232.79398133759818
2120,1081,29,2023-09-04,2023-09-04,298.84505489371793
2121,1180,50,2023-10-11,2023-10-14,447.7981306848988
2122,1835,36,2023-12-28,2023-12-31,334.74927317762
2123,3578,85,2023-06-05,2023-06-08,452.0388718137107
2124,379,32,2024-01-01,2024-01-02,31.67697255428382
2125,4021,42,2023-08-24,2023-08-27,310.94988020319636
2126,4249,94,2023-04-26,2023-04-26,175.77641892145186
2127,3655,2,2023-09-07,2023-09-09,125.70155927889185
2128,832,99,2023-03-29,2023-03-29,59.07352140712183
2129,2698,44,2023-11-20,2023-11-19,343.85932366279707
2130,2608,57,2023-12-13,2023-12-12,185.1634356544867
2131,767,68,2023-09-02,2023-09-05,305.7170109525018
2132,1824,67,2023-05-21,2023-05-22,139.06968542865746
2133,2550,48,2023-09-18,2023-09-21,112.52592318720073
2134,626,40,2023-02-02,2023-02-03,445.0043213133861
2135,422,84,2023-12-26,2023-12-25,378.7459439387049
2136,1859,83,2023-06-15,2023-06-14,107.24153053978237
2137,4389,57,2023-02-28,2023-03-01,317.61475360039975
2138,3224,100,2023-10-01,2023-10-04,46.57741333835381
2139,307,75,2023-11-24,2023-11-26,440.3873070152747
2140,3690,80,2023-08-17,2023-08-20,36.18403925089586
2141,1165,30,2023-11-24,2023-11-25,404.1053138763389
2142,2188,46,2023-08-07,2023-08-10,153.04203800162855
2143,3376,61,2023-10-22,2023-10-23,22.12246610477507
2144,1900,99,2023-08-05,2023-08-07,477.35163298323704
2145,178,9,2023-08-10,2023-08-10,469.43954636163375
2146,2616,62,2023-04-22,2023-04-24,257.9556410337503
2147,1707,16,2023-07-01,2023-07-04,473.0026111314262
2148,2999,58,2023-12-28,2023-12-28,304.69578151334747
2149,1207,85,2023-08-13,2023-08-13,61.18568710559259
2150,3224,72,2023-04-17,2023-04-16,76.98552688075664
2151,727,43,2023-10-14,2023-10-15,461.6656628665192
2152,2493,83,2023-03-25,2023-03-25,121.05318125914532
2153,2459,12,2023-07-12,2023-07-13,43.796558972412356
2154,2843,81,2023-05-11,2023-05-14,131.245070514889
2155,3546,50,2023-01-13,2023-01-15,456.08718932851355
2156,2457,38,2023-07-16,2023-07-18,357.41930257348696
2157,3185,23,2023-03-04,2023-03-05,374.07512835989036
2158,4689,46,2023-10-06,2023-10-07,328.64785269157755
2159,3990,35,2023-11-09,2023-11-08,218.1004443852945
2160,3621,1,2023-06-22,2023-06-21,474.6692477849525
2161,1357,10,2023-09-20,2023-09-19,208.1998508917286
2162,4521,10,2023-11-27,2023-11-28,446.70776463473186
2163,811,30,2023-06-03,2023-06-04,337.14670155168494
2164,3168,90,2023-01-30,2023-02-02,135.02131507155468
2165,4608,27,2023-12-22,2023-12-24,407.32204444987144
2166,2358,4,2023-03-07,2023-03-10,407.0788009635591
2167,1028,69,2023-07-27,2023-07-28,335.57457940348786
2168,1978,26,2023-01-15,2023-01-15,218.12866457741083
2169,2850,96,2023-01-16,2023-01-19,365.74441422854903
2170,4794,50,2023-12-29,2023-12-29,67.12177890045061
2171,1546,54,2023-07-13,2023-07-15,235.24305001144106
2172,4914,96,2023-07-13,2023-07-15,212.79284032731215
2173,639,1,2023-03-13,2023-03-14,375.8366894210621
2174,1971,36,2023-03-31,2023-03-30,75.8693660704983
2175,1049,18,2023-12-15,2023-12-15,141.64578691662916
2176,4821,70,2023-01-21,2023-01-20,450.8257436334949
2177,1711,93,2023-08-13,2023-08-15,281.32609984387847
2178,3449,63,2023-07-03,2023-07-06,372.7810033255163
2179,769,61,2023-08-20,2023-08-23,45.36174074131946
2180,1227,82,2023-06-05,2023-06-06,408.9837097955245
2181,986,36,2023-05-31,2023-05-30,312.2228859399277
2182,1731,32,2023-06-29,2023-06-28,234.38139251606364
2183,3240,47,2023-08-11,2023-08-12,78.65512300723279
2184,3088,7,2023-02-26,2023-03-01,198.0277492158347
2185,4011,97,2023-03-07,2023-03-09,116.9107890321116
2186,4650,75,2023-07-02,2023-07-04,447.8776717189466
2187,2744,46,2023-10-26,2023-10-26,323.2858034933118
2188,3982,88,2023-08-13,2023-08-15,426.8958512067149
2189,2153,12,2023-06-02,2023-06-05,32.04078639223907
2190,1773,71,2023-06-15,2023-06-14,486.6733412270345
2191,2741,44,2023-02-02,2023-02-02,417.5543080197845
2192,2221,100,2023-05-28,2023-05-29,438.7523677138238
2193,3272,62,2023-03-14,2023-03-14,271.38809380081614
2194,4391,30,2023-10-21,2023-10-20,157.33812860937988
2195,1976,30,2023-02-03,2023-02-04,463.3242057039338
2196,2261,49,2023-12-23,2023-12-22,193.15776859560972
2197,3951,38,2023-10-25,2023-10-25,82.92028155344035
2198,761,15,2023-05-14,2023-05-17,234.41433435478606
2199,4236,60,2023-10-29,2023-10-30,114.69156839794333
2200,1098,89,2023-01-05,2023-01-06,16.842364488168123
2201,2640,37,2023-05-05,2023-05-07,252.81808546788565
2202,3568,55,2023-02-18,2023-02-21,105.21639529888392
2203,4329,48,2023-09-15,2023-09-14,39.289525143456316
2204,4391,62,2023-05-05,2023-05-04,162.88972594591903
2205,4771,11,2023-06-16,2023-06-15,469.7761776433306
2206,2050,30,2023-08-10,2023-08-12,272.08173008375513
2207,1400,81,2023-02-23,2023-02-22,248.0837669315307
2208,4494,10,2023-10-08,2023-10-10,57.68572577994525
2209,3321,81,2023-09-26,2023-09-27,217.38989671755004
2210,1056,43,2023-08-21,2023-08-20,209.20761372696055
2211,4489,84,2023-01-02,2023-01-02,433.2251744689698
2212,4737,85,2023-04-12,2023-04-12,463.00388385527896
2213,591,48,2023-05-15,2023-05-15,356.29708971152104
2214,1608,2,2023-07-26,2023-07-25,35.86897768449955
2215,1600,7,2023-04-05,2023-04-08,221.5512345611794
2216,2747,83,2023-12-20,2023-12-21,455.87727100203597
2217,155,87,2023-06-17,2023-06-17,92.41784096710568
2218,783,13,2023-05-29,2023-05-29,23.381163461660975
2219,3350,62,2023-01-19,2023-01-18,164.36817636296195
2220,2098,41,2023-10-29,2023-11-01,79.4170751374641
2221,782,52,2023-08-06,2023-08-06,110.84526535804734
2222,4255,19,2023-03-07,2023-03-07,427.91147483102037
2223,2277,5,2023-01-17,2023-01-18,123.73252008736033
2224,4810,17,2023-04-05,2023-04-05,33.12385493885529
2225,3095,18,2023-12-02,2023-12-01,56.84683725857241
2226,380,10,2023-02-28,2023-02-28,135.45273089223124
2227,2513,27,2023-04-25,2023-04-28,59.50408715231056
2228,1867,83,2023-03-31,2023-04-01,98.95237731442855
2229,3104,15,2023-04-20,2023-04-20,129.19591858341786
2230,4897,33,2023-06-21,2023-06-23,342.8447065414565
2231,2731,17,2023-04-21,2023-04-22,100.97852979073433
2232,3275,39,2023-06-02,2023-06-05,226.932032926503
2233,41,23,2023-05-16,2023-05-19,260.8794257098714
2234,3518,25,2023-05-18,2023-05-18,375.25732328526146
2235,4779,46,2023-05-07,2023-05-09,377.67355630077685
2236,3880,81,2023-05-05,2023-05-06,334.31679629307774
2237,4507,82,2023-11-17,2023-11-18,96.90000157577485
2238,3866,30,2023-07-02,2023-07-04,419.07120473276484
2239,755,43,2023-12-19,2023-12-19,498.66661807885527
2240,3312,48,2023-06-20,2023-06-23,425.0607010908759
2241,2192,63,2023-07-19,2023-07-19,191.16865363636435
2242,2018,82,2023-09-19,2023-09-18,313.59837650433155
2243,3413,54,2023-06-03,2023-06-02,140.63450814514556
2244,3027,29,2023-05-08,2023-05-10,426.00804869075415
2245,3039,21,2023-05-28,2023-05-30,390.95280130423896
2246,2219,98,2023-07-21,2023-07-23,362.64279779577674
2247,1912,44,2023-04-17,2023-04-20,294.47450781154356
2248,3341,17,2023-11-21,2023-11-24,280.20769540392575
2249,2778,96,2023-05-08,2023-05-08,151.9216959867515
2250,3181,64,2023-10-31,2023-10-31,155.92701144960742
2251,2776,61,2023-02-11,2023-02-11,324.06728047323685
2252,3428,26,2023-11-17,2023-11-20,466.29791520578203
2253,2655,35,2023-04-19,2023-04-20,211.30390114172616
2254,2692,65,2023-08-08,2023-08-08,337.6903840385233
2255,215,53,2023-02-21,2023-02-23,368.05724057418075
2256,1206,38,2023-10-17,2023-10-19,299.2164750625833
2257,1937,79,2023-11-08,2023-11-11,395.79061159539054
2258,633,54,2023-02-19,2023-02-20,431.61762379151327
2259,4097,11,2023-02-21,2023-02-23,449.49923398337995
2260,4222,84,2023-04-11,2023-04-13,53.30840225757059
2261,2006,3,2023-09-12,2023-09-12,242.25206340917475
2262,3110,8,2023-08-30,2023-08-30,389.7576141860176
2263,34,13,2023-05-21,2023-05-24,310.6368473736198
2264,3949,71,2023-12-31,2023-12-30,282.4066542026128
2265,1147,50,2023-05-21,2023-05-24,111.92314950923672
2266,1080,16,2023-05-27,2023-05-29,394.0396279563387
2267,4851,99,2023-06-02,2023-06-04,204.4616834829176
2268,2649,83,2023-05-23,2023-05-23,376.845975021234
2269,1348,50,2023-12-26,2023-12-27,178.79161058232023
2270,3322,27,2023-04-08,2023-04-11,63.35353371057397
2271,1137,96,2023-10-27,2023-10-30,318.99849273745986
2272,2463,2,2023-04-21,2023-04-23,412.12311126740383
2273,2149,65,2023-12-07,2023-12-06,496.8031674415401
2274,900,24,2023-11-25,2023-11-27,354.2327797890541
2275,3140,92,2023-05-30,2023-06-02,235.4806465903765
2276,3359,58,2023-12-11,2023-12-10,211.7300175439174
2277,4512,29,2023-04-22,2023-04-23,118.13008363575001
2278,909,5,2023-02-23,2023-02-25,62.64372522537443
2279,2867,99,2023-10-20,2023-10-19,65.65840152399633
2280,2023,73,2023-11-05,2023-11-06,368.376987402883
2281,278,98,2023-02-11,2023-02-11,120.94649093967423
2282,2230,35,2023-04-21,2023-04-23,459.6445190629582
2283,3435,62,2023-12-03,2023-12-03,478.9287550447066
2284,2242,69,2023-02-21,2023-02-22,32.33933221181516
2285,4615,70,2023-12-20,2023-12-21,53.41934484915059
2286,509,10,2023-08-11,2023-08-13,304.242760435417
2287,309,10,2023-05-09,2023-05-12,54.65903945883697
2288,3281,2,2023-05-25,2023-05-28,330.68187496129303
2289,4836,85,2023-12-03,2023-12-02,388.1129401341713
2290,390,40,2023-12-02,2023-12-02,447.8797026485743
2291,317,20,2023-09-29,2023-10-02,417.0889131131254
2292,3418,54,2023-03-02,2023-03-04,458.8295284413003
2293,271,96,2023-02-07,2023-02-10,305.0886502070888
2294,2019,38,2023-03-15,2023-03-14,477.83882122009794
2295,1644,34,2023-09-14,2023-09-15,158.15807321089088
2296,2140,20,2023-01-31,2023-01-31,166.43322845374095
2297,612,55,2023-02-01,2023-02-03,287.0823931123408
2298,788,63,2023-10-30,2023-10-29,110.65036118911607
2299,4453,49,2023-01-31,2023-01-30,168.72349184550473
2300,3937,13,2023-12-26,2023-12-25,397.4506884276947
2301,951,27,2023-03-11,2023-03-10,295.6537184425006
2302,2535,3,2023-03-11,2023-03-12,454.04398856554866
2303,36,21,2023-09-24,2023-09-27,403.47208850868225
2304,724,38,2023-02-17,2023-02-16,74.93480557045
2305,4372,59,2023-11-20,2023-11-21,165.38575609767094
2306,3970,90,2023-02-08,2023-02-11,114.43211410327906
2307,3573,61,2023-09-19,2023-09-20,250.5211532598477
2308,2414,55,2023-04-07,2023-04-10,45.15632172698257
2309,4540,11,2023-01-20,2023-01-22,157.81607524444487
2310,911,85,2023-07-14,2023-07-13,393.4041263388225
2311,2346,22,2023-05-08,2023-05-08,68.2954943976703
2312,2327,7,2023-02-08,2023-02-08,50.376573658286155
2313,2749,28,2023-06-19,2023-06-18,211.37267479626732
2314,3550,85,2023-04-05,2023-04-07,42.5503595113365
2315,4489,33,2023-06-26,2023-06-27,91.93814142932563
2316,2648,23,2023-12-02,2023-12-04,372.4008956762035
2317,615,1,2023-03-13,2023-03-14,148.66789518605032
2318,533,91,2023-08-27,2023-08-30,275.973707978675
2319,2261,67,2023-09-27,2023-09-28,218.7002256610177
2320,4953,37,2023-09-17,2023-09-20,491.1676532426677
2321,4898,29,2023-01-30,2023-01-29,190.92967079523035
2322,4841,81,2023-12-25,2023-12-26,222.016087406834
2323,2850,85,2023-07-25,2023-07-25,189.15395571582175
2324,4136,38,2023-03-16,2023-03-16,229.64486958603746
2325,708,59,2023-03-21,2023-03-23,208.06159410850572
2326,2963,52,2023-07-07,2023-07-06,136.90537018748353
2327,66,61,2023-01-12,2023-01-11,50.67152190275144
2328,2249,15,2023-04-24,2023-04-23,493.54604028926616
2329,3098,66,2023-11-28,2023-11-30,431.9614910201429
2330,2136,6,2023-12-25,2023-12-28,228.0890590789495
2331,841,1,2023-01-02,2023-01-04,210.497256631648
2332,4912,8,2023-12-11,2023-12-12,494.2549757382124
2333,822,63,2023-03-11,2023-03-14,78.95211118293373
2334,3865,53,2023-03-28,2023-03-28,255.73607744914568
2335,912,16,2023-06-29,2023-06-29,78.60342556529154
2336,1171,71,2023-03-17,2023-03-17,95.74472153538862
2337,1270,37,2023-01-07,2023-01-10,146.0818181247324
2338,2677,20,2023-09-27,2023-09-27,185.37877306314277
2339,4965,76,2023-11-01,2023-11-02,25.655392636593582
2340,2236,12,2023-01-20,2023-01-23,141.308526856168
2341,4959,15,2023-04-27,2023-04-28,446.05435738757325
2342,834,91,2023-03-01,2023-03-01,180.04434411851153
2343,244,100,2023-06-10,2023-06-10,166.15536640524283
2344,3630,19,2023-03-26,2023-03-29,300.103851141881
2345,63,56,2023-05-29,2023-05-28,323.3827337108727
2346,2945,63,2023-10-12,2023-10-11,303.4095292686948
2347,3805,68,2023-05-04,2023-05-03,72.53662015535517
2348,4428,3,2023-02-07,2023-02-06,448.52793005891107
2349,839,80,2023-05-28,2023-05-29,128.86655418297886
2350,633,79,2023-06-20,2023-06-20,395.45523266073394
2351,4183,98,2023-02-18,2023-02-19,151.07649289123844
2352,4553,53,2023-08-21,2023-08-22,369.0543112386399
2353,1056,71,2023-01-19,2023-01-19,51.65120023760281
2354,4178,87,2023-10-12,2023-10-15,119.4035992850414
2355,3159,29,2023-06-26,2023-06-28,490.85601119127955
2356,4582,83,2023-12-30,2023-12-29,340.1074056903982
2357,1863,60,2023-10-13,2023-10-16,388.8233648728598
2358,1196,13,2023-04-24,2023-04-27,365.43881895692243
2359,3643,33,2023-05-03,2023-05-05,302.16804282439784
2360,113,41,2023-06-19,2023-06-22,168.3498164216623
2361,2822,64,2023-07-10,2023-07-13,290.3608827290677
2362,171,70,2023-05-23,2023-05-23,292.1971564624343
2363,6,54,2023-11-05,2023-11-07,287.5549749466781
2364,401,89,2023-06-02,2023-06-03,447.99292530924697
2365,4259,78,2023-10-06,2023-10-08,17.238612583715213
2366,547,94,2023-01-25,2023-01-27,172.4641354082936
2367,3766,31,2023-04-30,2023-05-02,380.51155137978884
2368,3042,57,2023-01-23,2023-01-22,205.5458647459017
2369,1179,57,2023-08-01,2023-07-31,463.95730599096896
2370,3427,85,2023-10-14,2023-10-13,156.43205544349163
2371,4521,8,2023-03-13,2023-03-14,117.77647607891973
2372,168,66,2023-05-24,2023-05-24,244.6662088797548
2373,3265,79,2023-11-11,2023-11-11,323.67239028443475
2374,3259,38,2023-05-18,2023-05-19,235.3176707714593
2375,4087,24,2023-06-15,2023-06-14,270.4368430984933
2376,1509,31,2023-03-14,2023-03-15,95.31336183972664
2377,2470,66,2023-01-03,2023-01-02,144.21426519161528
2378,3723,91,2023-03-06,2023-03-07,64.19935936385154
2379,2712,44,2023-05-07,2023-05-09,304.172767199025
2380,2684,69,2023-06-23,2023-06-24,234.68258580622393
2381,4792,4,2023-07-16,2023-07-16,418.7072132118337
2382,4613,49,2023-01-08,2023-01-08,145.9997035609609
2383,3023,58,2023-02-01,2023-02-01,498.40719836812883
2384,1745,29,2023-12-03,2023-12-03,314.085478331639
2385,2769,87,2023-11-04,2023-11-05,185.82980259380292
2386,1821,11,2023-06-14,2023-06-17,461.5950680308847
2387,1142,68,2023-07-18,2023-07-18,32.58416642972622
2388,166,18,2023-11-06,2023-11-08,202.2318938379905
2389,4916,12,2023-08-15,2023-08-15,58.61229649061513
2390,2421,21,2023-11-04,2023-11-04,416.3179450050053
2391,217,39,2023-02-14,2023-02-16,237.36525621541816
2392,1449,16,2023-07-03,2023-07-03,299.266741024595
2393,3327,49,2023-11-06,2023-11-06,242.67113961752173
2394,41,51,2023-04-24,2023-04-24,411.5092894727447
